roi_ids_rem,degallsub_w_avg,degallsub_b_avg,pet_avg,ICallsub_w_avg,ICallsub_b_avg,AvgMIallsub_avg,btw_avg
368,5.356436505673034,111.27777777777777,29.99506817923652,29.61779504614954,29.554188441556928,0.04007519839602814,0.0031101106936707403
369,4.560897730937737,107.5,28.59958028793335,29.534074556473154,29.499212059152267,0.037276887507464954,0.003724575722243814
370,5.912798191238345,109.5,34.40240012274848,30.429106043297875,30.010830138064907,0.051013405194182085,0.0035329490003022847
374,4.154228728563634,90.27777777777777,30.224299006991917,29.44430310836372,29.462354136344207,0.03531683894219504,0.0030345395920599962
377,12.629517935071453,150.16666666666666,27.342212253146702,29.380464502745113,29.632939098610752,0.07977044462084629,0.001862287861121907
379,4.252346878320747,106.05555555555556,23.166541205512154,29.67094665046532,29.554887650631095,0.035042033979925155,0.003613018381770811
380,2.6914540829117453,80.05882352941177,23.95505495632396,29.440567257670963,29.478737879345108,0.029404819488620275,0.0035702582626521264
386,6.5270594368072725,123.11111111111111,24.164329714245266,29.226893509154795,29.51334628049356,0.04937401824039826,0.002769141080450836
387,3.4745345712253997,98.66666666666667,24.948319170210098,29.523133842418094,29.47606712545133,0.03206046148467098,0.003443883059118193
389,4.799946998864892,107.77777777777777,28.008468521965874,28.98201124131503,29.260510676577912,0.04218085674714422,0.00407274258323617
390,2.610640144395223,79.3529411764706,33.54646548102884,29.903007374771573,29.85303012218522,0.028475464407757296,0.003455578586748427
393,4.342500888814992,100.0,33.76348829269409,29.474400686865998,29.411133238983368,0.039568139356742846,0.004228383066315441
396,4.385391672963177,108.88888888888889,31.540061473846436,29.161890476305764,29.33340408839132,0.03778793580644638,0.004312950727641749
399,2.4002223230806305,71.54545454545455,31.578650527530247,29.461758351913705,29.713598199624336,0.031337255969895256,0.0029353975039944726
402,5.592435184921974,107.05555555555556,29.940273390875923,29.94916484689213,29.8114300253698,0.048714270327413656,0.0036553022124339654
403,3.2829295371416434,81.93333333333334,34.07778483629227,29.424763923271655,29.246657134511963,0.0331836845988265,0.0029406049244415995
404,2.6749076940479912,77.16666666666667,27.689757188161213,29.811281265505443,29.63441212875942,0.030587317648035968,0.003564436959306761
405,11.374619451720573,140.38888888888889,27.909876161151463,29.05654164228303,29.408879957643098,0.07428506028857156,0.002364295893250421
406,7.2344245275109635,131.72222222222223,25.940943161646526,29.514367093647788,29.635719788891734,0.05142046732095027,0.0025937081659973223
407,9.280301513257974,140.5,33.29731241861979,29.858930415786954,29.695579405813614,0.061619449247337345,0.0025786256982388758
408,3.960957665991733,101.44444444444444,27.222534735997517,29.515472785330246,29.51069071868517,0.036181820452134944,0.0036121187257992537
410,1.6107056473231793,64.0,31.51387283537123,26.77636584228169,26.845508150432423,0.022997299673563065,0.000930244274589397
411,10.051286706315588,143.5,33.512321631113686,29.451183231507994,29.419181121960566,0.06224843304682596,0.00229052410358279
412,8.773147698275853,119.33333333333333,29.99482864803738,28.95126036097584,29.41131895885315,0.06941361700725746,0.002852809085805588
413,7.466675076960466,132.33333333333334,25.61671913994683,29.241100388896612,29.453404775111842,0.052331284919540616,0.0027160613781290035
414,3.702028673025503,95.33333333333333,26.202121946546768,29.336025069986004,29.37627083015978,0.03374775963758578,0.004534266096644642
